text_procesado,label
"welcome lack pretension film , simply set entertain end delivering good measure .",1
"coy exhilarating , really solid performance ving rhames wesley snipe .",1
"likable story , told competence .",1
"spider-man deliver , suspect might deliver .",1
tackle difficult subject grief loss life-embracing spirit theme n't drag audience .,1
small movie big impact .,1
"movie , despite rough edge tendency sag certain place , wry engrossing .",1
"admire closing scene film , seem ask whether civilization offer cure vincent 's complaint .",1
"like rudy yellow lodge , eyre need take good sweat clarify cinematic vision next creation remember lesson trickster spider .",1
"delightful romantic comedy plenty bite . 's far frothy piece , character complex , laden plenty baggage tinged tragic undertone .",1
"using endearing cast , writer/director dover kosashvili take slightly dark look relationship , sexual kindred .",1
"movie stuck around long , know 's something . 's good .",1
"smart , sassy interpretation oscar wilde play .",1
forget one oscar nomination julianne moore year - get five .,1
japanese director shohei imamura 's latest film odd ultimately satisfying blend sophomoric sublime .,1
"kwan master shadow , quietude , room noise , lan yu disarmingly lived-in movie .",1
plot follows predictable connect-the-dots course . . . director john schultz color picture evocative shade .,1
nice piece work .,1
"katz 's documentary n't much panache , material rich n't need .",1
"get image big papa spanning history , rather suspending .",1
"evelyn 's strong cast surehanded direction make winning , heartwarming yarn .",1
"'aunque recurre ciertos clichés del género , la poderosa actuación de robin williams perdona la falla del guión . '",1
conventional heartwarming tale .,1
thought-provoking picture .,1
one outstanding thriller recent year .,1
"skin desolate air , eyre , native american raised white parent , manages infuse rocky path sibling reconciliation flash warmth gentle humor .",1
film quiet power .,1
"concerned overall feeling , broader idea , open-ended question concrete story definitive answer , soderbergh 's solaris gorgeous deceptively minimalist cinematic tone poem .",1
intelligent romantic thriller old-school kind quality .,1
sword fighting well done auteuil goofy pleasure .,1
"yes , mibii rote work predictable , philosophical visual coming right end extravagantly redeems .",1
"film ca n't quite maintain initial momentum , remains sporadically funny throughout .",1
"fantasma boldly , confidently orchestrated , aesthetically sexually , impact deeply rightly disturbing .",1
"'s still adam sandler , 's little nicky . many u , 's good enough .",1
's yet another cool crime movie actually manages bring something new mix .,1
"lee 's achievement extends supple understanding role brown played american culture athlete , movie star , image black indomitability .",1
kaufman jonze take huge risk ponder whole notion passion -- desire human being passion life emptiness one feel missing .,1
"tends remind one really solid woody allen film , excellent use new york locale sharp writing",1
"centered life experience particular theatrical family , marvelous documentary touch -- ever gracefully -- entire history yiddish theater , america israel .",1
"film , despite gratuitous cinematic distraction impressed upon , still good fun .",1
immersive power giant screen hyper-realistic image put perfect use breathtakingly beautiful outer-space documentary space station 3d .,1
"unmistakable , easy joie de vivre .",1
"anything else , kissing jessica stein injects freshness spirit romantic comedy genre , held hostage generic script seek remake sleepless seattle .",1
movie usual impossible stunt . . . many scene lean tough enough fit modern action movie .,1
"mostly work universal theme , earnest performance . . . excellent use music india 's popular gulzar jagjit singh .",1
". . . one thing wild film imax film n't : chimp , lot chimp , blown size house . 's fun kid age .",1
"writer/director david caesar ladle local flavour hugely enjoyable film changing time , clashing culture pleasure well-made pizza .",1
rarely seen film willing champion fallibility human heart .,1
"holofcener reject patent solution dramatize life 's messiness inside , strange quirk .",1
"like full monty , sure raise audience 's spirit leave singing long credit roll .",1
". . . gleefully grungy , hilariously wicked black comedy . . .",1
kinnear dafoe give may performance career .,1
", great party .",1
moving story determination human spirit .,1
`` brown sugar `` admirably aspires another `` best man `` clone weaving theme throughout funny film .,1
"[ gulpilil ] commanding screen presence , character 's abundant humanism make film 's moral compass .",1
stylish thriller .,1
effortlessly accomplished richly resonant work .,1
"way , lagaan quintessential bollywood . except 's much , much better .",1
"though never rise full potential film , still offer great deal insight female condition timeless danger emotion repressed .",1
"scotland look wonderful , fan often funny fanatic , showdown sure beat bad day golf .",1
"enlivens film , beyond astute direction cardoso beautifully detailed performance actor , note defiance social dictate .",1
"emotion impressively true hot-blooded , lead task .",1
"although lack detail book , film pack serious suspense .",1
'd watch two together new york minute .,1
"'s nothing like love give movie b-12 shot , cq shimmer .",1
"moving essay specter death , especially suicide .",1
"film different apple striking encourage u see samira makhmalbaf distinctive sensibility , working develop film language conspicuous success .",1
like less dizzily gorgeous companion mr . wong 's mood love -- much hong kong movie despite mainland setting .,1
". . . somber film , almost completely unrelieved comedy beyond wistful everyday irony working poor .",1
coral reef adventure heavyweight film fight good fight behalf world 's endangered reef -- let picture punching .,1
"overall result intelligent , realistic portrayal testing boundary .",1
"poignant moving , walk remember inspirational love story , capturing innocence idealism first encounter .",1
worth salute trying complex average film .,1
handsome sophisticated approach workplace romantic comedy .,1
"shimmeringly lovely coming-of-age portrait , shot artful , watery tone blue , green brown .",1
"cherish n't completely survive tonal transformation dark comedy suspense thriller , 's got enough charm appealing character quirk forgive still serious problem .",1
"many way , reminiscent 1992 's unforgiven also utilized scintillating force actor draw menace sparse dialogue .",1
"admire film harsh objectivity refusal seek tear , sympathy .",1
"often watchable , though goofy lurid , blast costume drama set late 15th century .",1
"entire cast first-rate , especially sorvino .",1
cat 's meow mark return form director peter bogdanovich . . .,1
one strictly lightweight escapist film .,1
"sensitive , smart , savvy , compelling coming-of-age drama delf passive-aggressive psychology co-dependence struggle self-esteem .",1
culmination everyone 's effort given life selection appears final form [ `` last dance `` ] .,1
"questioning election process , payami graphically illustrates problem fledgling democracy , also strength sense freedom iranian people already possess , without access ballot box .",1
charming funny movie .,1
film manages find greatness hue drastic iconography .,1
"streamlined tight , brisk 85-minute screwball thriller , `` big trouble `` funny , harmless substantial tub popcorn extra butter .",1
consummate actor barry done excellent work .,1
biggest problem movie 's nearly long enough .,1
"bad movie , 's nowhere near good original .",1
ali 's graduation little screen big far less painful opening scene encounter over-amorous terrier .,1
"always appreciated smartly written motion picture , , whatever flaw igby go may possess , undeniably .",1
sip vintage wine watch merchant ivory production ; 'll settle nice cool glass iced tea jerry bruckheimer flick day week .,1
may undeserving victim critical overkill since town country .,1
"chilly , brooding quietly resonant psychological study domestic tension unhappiness .",1
"movie best work u , second helping love , romance , tragedy , false dawn , real dawn , comic relief , two separate crisis marriage ceremony , lush scenery cotswold .",1
"cold , nervy memorable .",1
becomes fascinating study isolation frustration successfully recreates physical setting emotional tension papin sister .,1
spend benjamin matinee .,1
", 's pretty good execution story 's lot richer one hollywood action screenwriter usually come .",1
worth seeing weaver lapaglia .,1
pleasant piece escapist entertainment .,1
among many pleasure lively intelligence artist perceptiveness situation .,1
"'s consistently funny , irresistible junior-high way , consistently free gag would force give millisecond thought .",1
"'s cute frisson discovery humor chaplin kidman keep nicely wound clock ticking , humming .",1
"storytelling may ordinary , cast one all-star reunion fan gosford park come assume another day brit cinema .",1
's something marching band get live .,1
"cuaron repeatedly , perversely undercut joie de vivre even creates , giving movie mournful undercurrent place good-time shenanigan welcome perspective .",1
"'s definitely improvement first blade , since n't take deadly seriously .",1
"slam-bang extravaganza wild-and-woolly , wall-to-wall good time .",1
's infuriating full frontal 's close real life make sense . 's invigorating n't give damn .,1
"red dragon worthy place alongside hannibal movie ? hannibal would say , yes , 'it 's like old friend dinner ' .",1
writer-director juan carlos fresnadillo make feature debut fully formed remarkably assured .,1
"insightfully written , delicately performed",1
"perhaps grossest movie ever made . funny , though .",1
90-minute postmodern voyage diverting thought-provoking 'd expected .,1
one exceedingly rare film talk alone enough keep u involved .,1
"heartbreakingly thoughtful minor classic , work genuine singular artist .",1
affectionately goofy satire 's unafraid throw elbow necessary . . .,1
", de niro murphy make showtime savory hilarious guilty pleasure many recent movie season .",1
"jackson try keep plate spinning best , bouncing back forth ca n't help become bit tedious -- even breathtaking landscape villainous varmint distract ricocheting .",1
"filmmaker david weissman bill weber benefit enormously cockettes ' camera craziness -- film performance , home .",1
interesting historical study tragic love story .,1
"stylish steady , ultimately satisfying , piece character-driven storytelling .",1
"picked , swung around , dropped back seat emotional force recent film .",1
graham greene 's novel colonialism empire elevated michael caine 's performance weary journalist changing world .,1
"though 's equally solipsistic tone , movie enough vitality justify notion creating screen adaptation evans ' saga hollywood excess .",1
"compulsively watchable , matter degraded thing get .",1
delivers roughly equal amount beautiful movement inside information .,1
"bon appétit ! like splendid meal , red dragon satisfies  ripe recipe , inspiring ingredient , certified cuisine palatable presentation .",1
"structure simple , way , rabbit-proof fence quest story grand lord ring .",1
"charming , thought-provoking new york fest life love reward .",1
"people march beat different drum , ever wondered kind house people live , documentary take look 5 alternative housing option .",1
playfully profound . . . crazier michael jackson top floor skyscraper nursery surrounded open window .,1
film enthrall whole family .,1
"charm first movie still , story feel like logical , unforced continuation career pair spy kid .",1
k 19 stay afloat decent drama/action flick,1
sends away believer quite cheered .,1
"like best 60 minute exposé , film ( 80 minute ) actually quite entertaining .",1
"83 minute document project started muddle , seesawed back forth controlling interest multiple time , found sweet spot",1
"emotionally spiritually compelling journey seen right eye , right actor kind visual flair show great cinema really .",1
"nair n't use [ monsoon wedding ] lament loss culture . instead , see chance revitalize always remarkable clung-to tradition .",1
"grant hoult carry movie believable people -- flawed , assured wrong thing , scared admit much may really need company others .",1
"leading double life american film come good , . matter play realistically always fairly .",1
"affable maid manhattan , jennifer lopez 's aggressive sincere attempt take movie storm , diva shrewdly surround company strictly a-list player .",1
"like mike harmlessly naïve slice b-ball fantasy , fit filling real nba 's off-season .",1
"though writer/director bart freundlich 's film ultimately becomes simplistic story dysfunctional parent-child relationship , special quality soulful gravity crudup 's anchoring performance .",1
"tu mamá también e un buen filme gracias lo poco convencional de su narrativa , e quizá el proyecto más arriesgado en la carrera de alfonso cuarón",1
"movie lack action make drama , suspense , revenge , romance .",1
offbeat enough keep interested without coming close bowling .,1
probe light-hearted way romantic problem individual yearning passion spell discontent .,1
elevates movie run-of-the-mill single blender surreal sense humor technological finish .,1
film female friendship men embrace woman talk hour .,1
"directing story disjointed , flaw laid squarely taylor 's doorstep . actor make worth peek .",1
"é uma pena que , mais tarde , próprio filme abandone tom de paródia e passe utilizar o mesmos clichês que havia satirizado .",1
"light candle , bring cake n't fret calorie 's precious little substance birthday girl -- 's simply , surprisingly , nice , light treat .",1
"may drug dealer , kidnapping , unsavory folk , tone pacing shockingly intimate .",1
"massoud 's story epic , also tragedy , record tenacious , humane fighter also prisoner ( ultimately victim ) history .",1
"villainous vampire cup blood , blade 2 definitely cut rest .",1
drumline ably capture complicated relationship marching band .,1
"film deliberately lack irony , genuine dramatic impact ; play like powerful 1957 drama 've somehow never seen .",1
point way adventurous indian filmmaker toward crossover nonethnic market .,1
"seems based ugly idea instead ugly behavior , happiness . . . hence , storytelling far appealing .",1
sum `` jack ryan 's `` do-over . `` give credit everyone robinson key grip bold move work . especially give credit affleck .,1
intelligently made ( beautifully edited ) picture least spark life -- say plenty movie flow hollywood pipeline without hitch .,1
"terrific date movie , whatever orientation .",1
"story work one thin scattered , film work well enough make worth watching .",1
lack originality make effective cheap moment fright dread .,1
"pain , loneliness insecurity screenwriting process vividly painfully brought slovenly life self-deprecating , biting witty feature written charlie kaufman twin brother , donald , directed spike jonze .",1
gem movie .,1
"witty , vibrant , intelligent .",1
"'s stitched together energy , intelligence verve , enhanced surplus vintage archive footage .",1
miller come film bracing intelligence vision painterly literary .,1
"film moody , oozing , chilling heart-warming . . . twisting , unpredictable , cat-and-mouse thriller .",1
"eight legged freak clever funny , amused special effect , leaf feeling like 've seen movie instead endless trailer .",1
"historical filmmaking without balm right-thinking ideology , either liberal conservative . mr . scorsese 's bravery integrity advancing vision hardly underestimated .",1
"thriller whose style , structure rhythm integrated story , separate .",1
"'s hoot watching rock chomp jumbo ant , pull arrow back , leap unscathed raging fire !",1
returning director rob minkoff . . . screenwriter bruce joel rubin . . . done fine job updating white 's dry wit new age .,1
"unfolds wallop you-are-there immediacy bullet start fly , first instinct duck .",1
"strong script , powerful direction splendid production design allows u transported life wladyslaw szpilman , pianist , good human .",1
unflinching look world 's dispossessed .,1
"film fails fulfill ambitious goal , nonetheless sustains interest long build-up expository material .",1
polanski found perfect material address world war ii experience signature style .,1
"life affirming heartbreaking , sweet without decay factor , funny sad .",1
off-beat fanciful film human need monster blame amiss world .,1
"colorful , joyous celebration life ; tapestry woven romance , dancing , singing , unforgettable character .",1
"frei assembles fascinating profile deeply humanistic artist , spite 's witnessed , remains surprisingly idealistic , retains extraordinary faith ability image communicate truth world around .",1
nicely combine enigmatic feature 'memento ' hallucinatory drug culture 'requiem dream . ',1
well paced satisfying little drama deserved better direct-to-video ' release .,1
best part `` gang `` daniel day-lewis .,1
treat depiction giving dream 're struggling nobody .,1
"one rare film seems though written one , somehow manages convince almost everyone put screen , .",1
gripping documentary reveals deep antagonism lie war-torn jerusalem .,1
"director chris wedge screenwriter michael berg , michael j . wilson peter ackerman create episode rival vintage looney tune creative mayhem brief amount time .",1
one film 's effective aspect tchaikovsky soundtrack neurasthenic regret .,1
solondz creates effective moment discomfort character viewer alike .,1
"film 's appeal lot casting juliette binoche sand , brings role pale , dark beauty characteristic warmth .",1
"amused entertained unfolding bielinsky 's cleverly constructed scenario , greatly impressed skill actor involved enterprise .",1
somehow m . griffith mr . pryce bring wild welsh whimsy .,1
"mature fatal attraction , complete indecent proposal relevant 9 ½ week , unfaithful intimate universal cinema .",1
"dolorous trim , secretary genial romance maintains surprisingly buoyant tone throughout , notwithstanding writer ' sporadic dip pop freudianism .",1
fanciful drama napoleon 's last year surprising discovery love humility .,1
"highly personal look effect living dysfunctionally privileged lifestyle , end , wish could spent time world .",1
eric schweig graham greene exude air dignity 's perfect proud warrior still lingers soul character .,1
"lovely amazing holofcener 's deep , uncompromising curtsy woman know , likely . said done , love piece -- , trust , .",1
campbell scott find ideal outlet flick-knife diction role roger swanson .,1
"[ fiji diver rusi vulakoro married couple howard michelle hall ] show u world love make u love , .",1
russian ark new treasure hermitage .,1
animated sequence well done perfectly constructed convey sense childhood imagination creating adventure angst .,1
's definitely step right direction .,1
"princess , sorvino glide gracefully male persona female without missing beat . ben kingsley truly funny , playing kind ghandi gone bad .",1
"ourside theatre roger might intolerable company , inside 's well worth spending time .",1
"gem , captured unhurried , low-key style favored many director iranian new wave .",1
"era big star high production value standard procedure , narc strike defiantly retro chord , outpaces contemporary daring verve .",1
almost peerlessly unsettling .,1
range laugh-out-loud hilarious wonder-what- time-it-is tedious .,1
"film 's gamble occasionally break live-action scene animated sequence pay , sensitive handling delicate subject matter .",1
"talk perfect movie many made , 's still quite worth seeing .",1
"beating austin power film game , blaxploitation spoof downplays raunch favor gag rely strength cleverness opposed extent outrageousness .",1
"dark , gritty , sometimes funny little gem .",1
"visual panache compelling supporting character , heart film rest relationship sullivan son .",1
"make salton sea surprisingly engrossing caruso take atypically hypnotic approach world 's often handled fast-edit , hopped-up fashion .",1
hidden-agenda drama shout classic french nuance .,1
"spy kid 2 : island lost dream , spy kid franchise establishes durable part movie landscape : james bond series kid .",1
"invaluable historical document thanks filmmaker 's extraordinary access massoud , whose charm , cultivation devotion people readily apparent .",1
"performance four main actress bring character life . little melodramatic , enough hope keep engaged .",1
"lan yu seems altogether slight called kind masterpiece . , however , completely honest , open-hearted film appeal anyone willing succumb .",1
everyone able appreciate wonderful cinematography naturalistic acting .,1
often-hilarious farce manages generate belly laugh lowbrow comedy without sacrificing high-minded appeal .,1
stock silver bullet director neil marshall 's intense freight train film .,1
"expands limit film , taking u life woman might give second look passed street .",1
"farcical element seemed pat familiar hold interest , yet diverting grim message good one .",1
"shanghai ghetto may dramatic roman polanski 's pianist , compassionate spirit soar every bit high .",1
"despite annoyance , capable clayburgh tambor really great job anchoring character emotional reality middle age .",1
"underworld urban angst derivative martin scorsese 's taxi driver goodfellas , film speaks .",1
film 's heady yet far impenetrable theory suggests russian take comfort closed-off nationalist reality .,1
despite modest aspiration occasional charm dismissed .,1
"constantly touching , surprisingly funny , semi-surrealist exploration creative act .",1
"journey worth time , especially ellen pompeo sitting next ride .",1
merci pour le movie .,1
"every cheesy scene , though , really cool bit -- movie 's conception future-world holographic librarian ( orlando jones ) know everything answer question , visually smart , cleverly written , nicely realized .",1
set m . birot 's film apart others genre greater attention parent -- particularly fateful father -- emotional evolution two bewitched adolescent .,1
three woman deliver remarkable performance .,1
"claire terrific role someone like judd , really ought playing villain .",1
's clear mehta simply wanted update beloved genre thousand indian fancy sophisticated cheese-laced spectacle pack 'em subcontinent .,1
"simplistic , silly tedious .",0
"'s laddish juvenile , teenage boy could possibly find funny .",0
exploitative largely devoid depth sophistication would make watching graphic treatment crime bearable .,0
"[ garbus ] discard potential pathological study , exhuming instead , skewed melodrama circumstantial situation .",0
visually flashy narratively opaque emotionally vapid exercise style mystification .,0
"story also unoriginal come , already recycled time 'd care count .",0
thing give movie point bravado -- take entirely stale concept push audience 's meat grinder one time .,0
much farcical sour .,0
unfortunately story actor served hack script .,0
"disquieting relatively gore-free allusion serial murder , fall attempt humanize subject .",0
sentimental mess never ring true .,0
"performance often engaging , loose collection largely improvised number would probably worked better one-hour tv documentary .",0
"interesting , compelling .",0
"cutting room floor somewhere lie . . . footage might made thing trenchant , ironic cultural satire instead frustrating misfire .",0
"ensemble player gained notice guy ritchie 's lock , stock two smoking barrel snatch bod , 's unlikely become household name basis first starring vehicle .",0
difference movie courage go top movie n't care stupid,0
"nothing seems funny analyze , even joe viterelli de niro 's right-hand goombah .",0
"master screenwriting come courtesy john pogue , yale grad previously gave u `` skull `` last year 's `` rollerball . `` enough said , except : film overboard !",0
", common sense fly window , along hail bullet , none ever seem hit sascha .",0
100-minute movie 25 minute decent material .,0
execution pedestrian positive comment make rob schneider actually turn pretty convincing performance prissy teenage girl .,0
", 's interesting . remake , 's pale imitation .",0
show studio firmly believe people lost ability think forgive shoddy product long 's little girl-on-girl action .,0
"farce parody comedy premise , n't comparison reality much commentary knowledge film .",0
"exciting exoticism might sound typical pax viewer , rest u lulled coma .",0
party scene deliver tawdry kick . rest film . . . dudsville .,0
culture headed toilet ferocity frozen burrito all-night tequila bender  know 've seen 'jackass : movie . ',0
"criticism never rise easy , cynical potshot morally bankrupt character . . .",0
"movie 's something-borrowed construction feel less product loving , well integrated homage like mere excuse wan , thinly sketched story . killing time , 's 's going .",0
"stupid , infantile , redundant , sloppy , over-the-top , amateurish . yep , 's `` waking reno . `` go back sleep .",0
"somewhere middle , film compels , demme experiment harvest movie moment gem , field roughage dominates .",0
action clichés pile .,0
"payami try raise serious issue iran 's electoral process , result film 's subtle party political broadcast .",0
surprise heavyweight joel silver robert zemeckis agreed produce ; assume director picture cavorting lady ' underwear .,0
another useless recycling brutal mid-'70s american sport movie .,0
n't laugh . n't smile . survived .,0
"please , someone , stop eric schaeffer make another film .",0
"problem film n't derive screenplay , rather mediocre performance actor involved",0
". . . 're mood fun -- bad -- movie , might want catch freak matinee .",0
curling may unique sport men broom distinctly ordinary .,0
"though opera take place mostly indoors , jacquot seems unsure evoke sort naturalism set .",0
's getting around fact revenge nerd revisited -- .,0
"effort sincere result honest , film bleak 's hardly watchable .",0
"analyze regurgitates water many previous film 's success , new swing thrown .",0
"flashbulb editing cover absence narrative continuity , undisputed nearly incoherent , excuse get closing bout . . . time 's impossible care win .",0
"stink start finish , like wet burlap sack gloom .",0
"civilized mind , movie like ballistic : eck v . sever ordeal amusement .",0
equlibrium could pas thirteen-year-old 's book report totalitarian theme 1984 farenheit 451 .,0
lack naturalness make everything seem self-consciously poetic forced . . . 's pity [ nelson 's ] achievement n't match ambition .,0
everything .,0
"seagal appeared orange prison jumpsuit , wanted stand theater shout , 'hey , kool-aid ! '",0
"easy watch , except annoying demeanour lead character .",0
"imagine cleanflicks version 'love story , ' ali macgraw 's profanity replaced romance-novel platitude .",0
"pc stability notwithstanding , film suffers simplistic narrative pat , fairy-tale conclusion .",0
"forget misleading title , 's unexplained baboon cameo ?",0
"odd , haphazard , inconsequential romantic comedy .",0
"though fan assuredly funny bone tickled , others find humor-seeking dollar best spent elsewhere .",0
"pascale bailly 's rom-com provides amélie 's audrey tautou another fabuleux destin -- . e . , banal spiritual quest .",0
"static sugary little half-hour , after-school special interfaith understanding , stretched 90 minute .",0
"watching chemistry freeman judd , however , almost make movie worth seeing . almost .",0
. . . pretentious ultimately empty examination sick evil woman .,0
"country bear scene upset frighten young viewer . unfortunately , almost nothing flat effort amuse entertain , either .",0
"cumulative effect watching 65-minute trifle rather like trapped weird relative trot video took family vacation stonehenge . long , 're desperate evening end .",0
character never sketch . . . leaf true emotional connection identification frustratingly reach .,0
mattei 's underdeveloped effort nothing convenient conveyor belt brooding personality parade coming back stock character camp -- drowsy drama infatuated pretentious self-examination .,0
final surprising shot rabbit-proof fence find authority 's looking .,0
"n't sharp original . . . despite visual virtue , 'blade ii ' n't cut .",0
". . . play like badly edited , 91-minute trailer ( ) director ca n't seem get coherent rhythm going . fact , n't even seem like tried .",0
"maybe leblanc thought , `` hey , movie baseball-playing monkey worse . ``",0
expect get . . . assuming bar expectation n't raised sixth-grade height .,0
barry sonnenfeld owes frank pug big time,0
"biggest problem roger avary 's uproar mpaa , even director 's cut glory , 's made film 's barely shocking , barely interesting , barely anything .",0
riddled unanswered question requires gargantuan leap faith watch plod along .,0
"approached usher said sit , ask raise .",0
earnest heavy-handed .,0
sinise 's character brain ordeal would five minute instead plot go way introduce obstacle stumble .,0
"slow younger crowd , shallow older one .",0
's reason studio n't offer advance screening . `` adventure pluto nash `` big time stinker .,0
"punch line without premise , joke built entirely musty memory half-dimensional character .",0
"take one character n't like another n't believe , put battle will impossible care n't funny .",0
thing movie try get audience buy wo n't fly intelligent viewer .,0
"even enticing prospect lot nubile young actor film campus depravity n't fade amid deliberate , tiresome ugliness , would rendered tedious avary 's failure construct story even trace dramatic interest .",0
sitting last reel ( spoiler alert ! ) significantly less charming listening four-year-old taste exaggeration recount halloween trip haunted house .,0
"confuses message ultimate desire please , contorting idea expectation last thing three actress , character , deserve .",0
"deadly dull , pointless meditation loser gone-to-seed hotel .",0
"new rollerball , sense sensibility overrun characterized robotic sentiment .",0
one assume jury bestowed star hoffman 's brother gordy waldo salt screenwriting award 2002 's sundance festival honoring attempt something different actually pulling,0
"movie prescribed recommended -- visually bland dentist 's waiting room , complete soothing muzak cushion predictable narrative rhythm .",0
"sex ironically little story , becomes something lame try evade responsibility never , ever , leave large dog alone toddler . never mind ; boob fantasti",0
"script cover huge , heavy topic bland , surfacey way n't offer insight , instance , good thing happen bad people .",0
"portrait alienation perfect , certainly succeed alienating viewer .",0
code talker deserved better hollow tribute .,0
skip film buy philip glass soundtrack cd .,0
feel like cold old man going motion .,0
dignified ceo 's meet rustic retreat pee tree . bear laughter ?,0
"dull mechanical , kinda like goofy museum exhibit",0
"'s point view , contemporary interpretation joan 's prefeminist plight , 're left thinking reason make movie present standard allow plenty nudity .",0
beware quirky brit-com . turn dime oddly humorous tediously sentimental .,0
moment -- almost many subplots .,0
"gag , script , mixed bag .",0
completely awful iranian drama . . . much fun grouchy ayatollah cold mosque .,0
"narratively , trouble every day plodding mess .",0
's point extracting bare bone byatt 's plot purpose bland hollywood romance .,0
"director john musker ron clements , team behind little mermaid , produced sparkling retina candy , n't able muster lot emotional resonance cold vacuum space .",0
"adam sandler 's heart may right place , need pull head butt",0
"'s doubting highly ambitious personal project egoyan , 's also one , next best work , feel clumsy convoluted .",0
"despite engaging offbeat touch , knockaround guy rarely seems interested kicking around raison d'etre 's fresh-faced young-guns cast .",0
's pretty tame . offensive thing movie hollywood expects people pay see .,0
movie mess start finish .,0
"trouble making queen thoroughly modern maiden also make appear foolish shallow rather , likely , victim mental illness .",0
"'m saying ice age n't fairly pretty picture , 's enough substance story actually give life .",0
"telling story largely untold , bui chooses produce something ultimately suspiciously familiar .",0
"plot nothing boilerplate clichés start finish , script assumes would subtlety lost target audience , 's also stupid realize 've already seen exact movie hundred time",0
terminally brain dead production .,0
"episode work , n't .",0
beautifully filmed well acted . . . admittedly problematic narrative specific .,0
"j . lo earn share holiday box office pie , although movie make one thing perfectly clear : 's pretty woman , 's working girl .",0
"rymer n't trust laugh -- n't conjure proper respect follower whole dead-undead genre , deserve vampire pic shrieky special effect .",0
"film 's soprano gag incredibly dated unfunny , also demonstrate desperate maker 'we 're -doing-it-for -the-cash ' sequel .",0
wow . disappointed movie long time .,0
"hook overlong well-acted , credit writer-producer-director adam watstein finishing .",0
's drag nettelbeck see working woman -- least working woman -- show little understanding .,0
"watching harris ham physically emotionally disintegrating course movie certain poignancy light recent death , boyd 's film offer little else consequence .",0
"'s also curious note film , like similarly ill-timed antitrust , easily bad fraction budget .",0
"'ejemplo de una cinta en que importa el talento de su reparto lo interesante que pudo haber resultado su premisa , pues el resultado e francamente aburrido , por momentos , deplorable . '",0
probably one movie barely registering blip radar screen 2002 .,0
"problem 's derivative , plenty funny movie recycle old trope . problem van wilder little actually funny material .",0
's nothing interesting unfaithful whatsoever .,0
none half moving filmmaker seem think .,0
processed comedy chop suey .,0
"spent screen series go , star trek : nemesis even suggestive 65th class reunion mixer eight surviving member show -- 's nothing drink .",0
"fails dystopian movie , retooling fahrenheit 451 , even rip-off matrix .",0
full kind obnoxious chitchat self-aware neurotic engage .,0
"erotic thriller 's neither erotic thrilling , either .",0
"movie , like bartleby , something stiff -- extra-dry office comedy seems twice long 83 minute .",0
parade almost perpetually wasted character . . . margarita feel like hazy high take long shake .,0
"value time money , find escape clause avoid seeing trite , predictable rehash .",0
"director capable cast appear caught heady whirl new age-inspired good intention , spell cast n't least bit mesmerizing .",0
everything pegged groove new york dating comedy 'issues ' simplify .,0
dramatic comedy pleasantly dishonest pat hollywood fluff .,0
"cameo-packed , : i-2-spoofing title sequence funniest 5 minute date spy comedy franchise . . . mike myers show ruin everything .",0
"come silly would n't surprised ba , murdock rest a-team seen giving chase black red van .",0
50-something lovebird immature unappealing care .,0
"genial conceit , one rare picture root throughout , dearly hoping rich promise script realized screen . never , fully .",0
"even summertime , restless young audience deserves dignity action hero motivated something franchise possibility .",0
"blanket statement dime-store rumination vanity , worry rich sudden wisdom , film becomes sermon running time .",0
one lousy movie .,0
"gamely movie try make sense title character , remains huge gap film 's creepy , clean-cut dahmer ( jeremy renner ) fiendish act amount earnest textbook psychologizing bridge .",0
"plodding , peevish gimmicky .",0
"four feather definitely horse feather , go knowing , might fun cinematic sandbox .",0
ooze condescension every pore .,0
solaris `` shapeless inconsequential move relying viewer work .,0
"direction , george hickenlooper , snap , wiseacre crackle hard-bitten cynicism .",0
. . . hypnotically dull .,0
"though saga would terrific read , dicey screen material genius touch .",0
plenty laugh . n't much else . . . especially moral sense .,0
"awful lot like one [ spear ' ] music video content -- except go least 90 minute , worse , pay want see .",0
"confusion one least favourite emotion , especially put 146 minute .",0
"[ h ] ad suffered bled hard ground ia drang , 'd want something bit complex soldier remembered .",0
"occasionally loud offensive , often , simply lull gentle waking coma .",0
may play well double feature mainstream foreign mush like big fat greek wedding,0
"time reach finale , 're likely wondering 've watching strutting posturing .",0
"journalistically dubious , inept often lethally dull .",0
putting primitive murderer inside high-tech space station unleashes pandora 's box special effect run gamut cheesy cheesier cheesiest .,0
"best , 's black hawk heart . worst , 's rambo- meets-john ford .",0
exactly 'd expect guy named kaos .,0
calculated swill .,0
movie . . . n't deserve energy take describe bad .,0
"without ballast tank , k-19 sink harrison ford low .",0
director oliver parker labor hard whip life importance earnest probably pulled muscle two .,0
might shocked discover seinfeld 's real life boring .,0
"'s nearly fresh enjoyable predecessor , enough high point keep complete waste time .",0
walsh ca n't quite negotiate many inconsistency janice 's behavior compensate sheer force charm .,0
10th film series look feel tired .,0
"leer , offering next little insight intriguing subject .",0
found growing frustrated detached vincent became abhorrent .,0
one oddest inexplicable sequel movie history .,0
's nothing gain watching . n't scary . hate character . find way entertain inspire viewer .,0
"fear permeates whole stortelling , todd solondz ' oftentimes funny , yet ultimately cowardly autocritique .",0
skirmish power waged among victim predator settle undistinguished rhythm artificial suspense .,0
thoroughly awful .,0
". . . ice age tread predictably along familiar territory , making passable family film wo n't win many fan age 12 .",0
